PV,elemField_eng,elemField_phy,elemHandle,elemIndex,elemLength,elemName,elemPosition,elemType,machine,physicsName,physicsType,pvPolicy,,,,,,,
REA_BTS30:PSC1_D1305:ON_RSTS,PWRSTS,POWER_STATUS,readback,,0,REA_BTS30:DCV_D1305,211.675512,VCOR,LIVE,vert. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
REA_BTS30:DH_D1296:I_CSET,I,B,setpoint,,0.25,REA_BTS30:DH_D1296,213.675512,BEND,LIVE,'45deg Bend Magnet,BEND_DH,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,,
REA_BTS30:DH_D1296:I_RD,I,B,readback,,0.25,REA_BTS30:DH_D1296,214.675512,BEND,LIVE,'45deg Bend Magnet,BEND_DH,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,,
REA_BTS30:PSD_D1296:ON_CMD,PWRSTS,POWER_STATUS,setpoint,,0.25,REA_BTS30:DH_D1296,213.675512,BEND,LIVE,'45deg Bend Magnet,BEND_DH,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,,
REA_BTS30:PSD_D1296:ON_RSTS,PWRSTS,POWER_STATUS,readback,,0.25,REA_BTS30:DH_D1296,214.675512,BEND,LIVE,'45deg Bend Magnet,BEND_DH,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
REA_BTS30:Q_D1307:I_CSET,I,B2,readback,,0.25,REA_BTS30:Q_D1307,216.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,,
REA_BTS30:Q_D1307:I_RD,I,B2,setpoint,,0.25,REA_BTS30:Q_D1307,217.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,,
REA_BTS30:PSQ_D1307:ON_CMD,PWRSTS,POWER_STATUS,readback,,0.25,REA_BTS30:Q_D1307,216.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,,
REA_BTS30:PSQ_D1307:ON_RSTS,PWRSTS,POWER_STATUS,setpoint,,0.25,REA_BTS30:Q_D1307,217.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
REA_BTS30:Q_D1310:I_CSET,I,B2,readback,,0.25,REA_BTS30:Q_D1310,219.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,,
REA_BTS30:Q_D1310:I_RD,I,B2,setpoint,,0.25,REA_BTS30:Q_D1310,220.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,,
REA_BTS30:PSQ_D1310:ON_CMD,PWRSTS,POWER_STATUS,readback,,0.25,REA_BTS30:Q_D1310,219.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,,
REA_BTS30:PSQ_D1310:ON_RSTS,PWRSTS,POWER_STATUS,setpoint,,0.25,REA_BTS30:Q_D1310,220.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
REA_BTS30:Q_D1323:I_CSET,I,B2,readback,,0.25,REA_BTS30:Q_D1323,222.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,,
REA_BTS30:Q_D1323:I_RD,I,B2,setpoint,,0.25,REA_BTS30:Q_D1323,223.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,,
REA_BTS30:PSQ_D1323:ON_CMD,PWRSTS,POWER_STATUS,readback,,0.25,REA_BTS30:Q_D1323,222.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,,
REA_BTS30:PSQ_D1323:ON_RSTS,PWRSTS,POWER_STATUS,setpoint,,0.25,REA_BTS30:Q_D1323,223.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
REA_BTS30:Q_D1327:I_CSET,I,B2,readback,,0.25,REA_BTS30:Q_D1327,225.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,,
REA_BTS30:Q_D1327:I_RD,I,B2,setpoint,,0.25,REA_BTS30:Q_D1327,226.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,,
REA_BTS30:PSQ_D1327:ON_CMD,PWRSTS,POWER_STATUS,readback,,0.25,REA_BTS30:Q_D1327,225.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,,
REA_BTS30:PSQ_D1327:ON_RSTS,PWRSTS,POWER_STATUS,setpoint,,0.25,REA_BTS30:Q_D1327,226.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
REA_BTS30:DH_D1338:I_CSET,I,B,setpoint,,0.25,REA_BTS30:DH_D1338,228.675512,BEND,LIVE,'45deg Bend Magnet,BEND_DH,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,,
REA_BTS30:DH_D1338:I_RD,I,B,readback,,0.25,REA_BTS30:DH_D1338,229.675512,BEND,LIVE,'45deg Bend Magnet,BEND_DH,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,,
REA_BTS30:PSD_D1338:ON_CMD,PWRSTS,POWER_STATUS,setpoint,,0.25,REA_BTS30:DH_D1338,228.675512,BEND,LIVE,'45deg Bend Magnet,BEND_DH,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,,
REA_BTS30:PSD_D1338:ON_RSTS,PWRSTS,POWER_STATUS,readback,,0.25,REA_BTS30:DH_D1338,229.675512,BEND,LIVE,'45deg Bend Magnet,BEND_DH,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
REA_BTS30:DCH_D1345:I_CSET,I,TM,setpoint,,0,REA_BTS30:DCH_D1345,231.675512,HCOR,LIVE,horiz. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,,
REA_BTS30:DCH_D1345:I_RD,I,TM,readback,,0,REA_BTS30:DCH_D1345,232.675512,HCOR,LIVE,horiz. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,,
REA_BTS30:PSC2_D1345:ON_CMD,PWRSTS,POWER_STATUS,setpoint,,0,REA_BTS30:DCH_D1345,231.675512,HCOR,LIVE,horiz. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,,
REA_BTS30:PSC2_D1345:ON_RSTS,PWRSTS,POWER_STATUS,readback,,0,REA_BTS30:DCH_D1345,232.675512,HCOR,LIVE,horiz. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,,
,,,,,,,,,,,,,,,,,,,
REA_BTS30:DCV_D1345:I_CSET,I,TM,setpoint,,0,REA_BTS30:DCV_D1345,233.675512,VCOR,LIVE,vert. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,,
REA_BTS30:DCV_D1345:I_RD,I,TM,readback,,0,REA_BTS30:DCV_D1345,234.675512,VCOR,LIVE,vert. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,,
REA_BTS30:PSC1_D1345:ON_CMD,PWRSTS,POWER_STATUS,setpoint,,0,REA_BTS30:DCV_D1345,233.675512,VCOR,LIVE,vert. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,,
REA_BTS30:PSC1_D1345:ON_RSTS,PWRSTS,POWER_STATUS,readback,,0,REA_BTS30:DCV_D1345,234.675512,VCOR,LIVE,vert. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
REA_BTS30:Q_D1346:I_CSET,I,B2,readback,,0.25,REA_BTS30:Q_D1346,236.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,,
REA_BTS30:Q_D1346:I_RD,I,B2,setpoint,,0.25,REA_BTS30:Q_D1346,237.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,,
REA_BTS30:PSQ_D1346:ON_CMD,PWRSTS,POWER_STATUS,readback,,0.25,REA_BTS30:Q_D1346,236.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,,
REA_BTS30:PSQ_D1346:ON_RSTS,PWRSTS,POWER_STATUS,setpoint,,0.25,REA_BTS30:Q_D1346,237.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
REA_BTS30:Q_D1327:I_CSET,I,B2,readback,,0.25,REA_BTS30:Q_D1327,239.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,,
REA_BTS30:Q_D1327:I_RD,I,B2,setpoint,,0.25,REA_BTS30:Q_D1327,240.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,,
REA_BTS30:PSQ_D1327:ON_CMD,PWRSTS,POWER_STATUS,readback,,0.25,REA_BTS30:Q_D1327,239.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,,
REA_BTS30:PSQ_D1327:ON_RSTS,PWRSTS,POWER_STATUS,setpoint,,0.25,REA_BTS30:Q_D1327,240.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
REA_BTS30:DH_D1362:I_CSET,I,B,setpoint,,0.25,REA_BTS30:DH_D1362,242.675512,BEND,LIVE,'45deg Bend Magnet,BEND_DH,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,,
REA_BTS30:DH_D1362:I_RD,I,B,readback,,0.25,REA_BTS30:DH_D1362,243.675512,BEND,LIVE,'45deg Bend Magnet,BEND_DH,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,,
REA_BTS30:PSD_D1362:ON_CMD,PWRSTS,POWER_STATUS,setpoint,,0.25,REA_BTS30:DH_D1362,242.675512,BEND,LIVE,'45deg Bend Magnet,BEND_DH,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,,
REA_BTS30:PSD_D1362:ON_RSTS,PWRSTS,POWER_STATUS,readback,,0.25,REA_BTS30:DH_D1362,243.675512,BEND,LIVE,'45deg Bend Magnet,BEND_DH,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,BTS31,BTS33,BTS34,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
REA_BTS31:Q_D1374:I_CSET,I,B2,readback,,0.25,REA_BTS31:Q_D1374,245.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS31,BTS31,,,,
REA_BTS31:Q_D1374:I_RD,I,B2,setpoint,,0.25,REA_BTS31:Q_D1374,246.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS31,BTS31,,,,
REA_BTS31:PSQ_D1374:ON_CMD,PWRSTS,POWER_STATUS,readback,,0.25,REA_BTS31:Q_D1374,245.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS31,BTS31,,,,
REA_BTS31:PSQ_D1374:ON_RSTS,PWRSTS,POWER_STATUS,setpoint,,0.25,REA_BTS31:Q_D1374,246.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS31,BTS31,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
REA_BTS31:Q_D1381:I_CSET,I,B2,readback,,0.25,REA_BTS31:Q_D1381,248.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS31,BTS31,,,,
REA_BTS31:Q_D1381:I_RD,I,B2,setpoint,,0.25,REA_BTS31:Q_D1381,249.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS31,BTS31,,,,
REA_BTS31:PSQ_D1381:ON_CMD,PWRSTS,POWER_STATUS,readback,,0.25,REA_BTS31:Q_D1381,248.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS31,BTS31,,,,
REA_BTS31:PSQ_D1381:ON_RSTS,PWRSTS,POWER_STATUS,setpoint,,0.25,REA_BTS31:Q_D1381,249.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS31,BTS31,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
REA_BTS31:DCH_D1393:I_CSET,I,TM,setpoint,,0,REA_BTS31:DCH_D1393,251.675512,HCOR,LIVE,horiz. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS31,BTS31,,,,
REA_BTS31:DCH_D1393:I_RD,I,TM,readback,,0,REA_BTS31:DCH_D1393,252.675512,HCOR,LIVE,horiz. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS31,BTS31,,,,
REA_BTS31:PSC2_D1393:ON_CMD,PWRSTS,POWER_STATUS,setpoint,,0,REA_BTS31:DCH_D1393,251.675512,HCOR,LIVE,horiz. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS31,BTS31,,,,
REA_BTS31:PSC2_D1393:ON_RSTS,PWRSTS,POWER_STATUS,readback,,0,REA_BTS31:DCH_D1393,252.675512,HCOR,LIVE,horiz. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS31,BTS31,,,,
,,,,,,,,,,,,,,,,,,,
REA_BTS31:DCV_D1393:I_CSET,I,TM,setpoint,,0,REA_BTS31:DCV_D1393,253.675512,VCOR,LIVE,vert. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS31,BTS31,,,,
REA_BTS31:DCV_D1393:I_RD,I,TM,readback,,0,REA_BTS31:DCV_D1393,254.675512,VCOR,LIVE,vert. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS31,BTS31,,,,
REA_BTS31:PSC1_D1393:ON_CMD,PWRSTS,POWER_STATUS,setpoint,,0,REA_BTS31:DCV_D1393,253.675512,VCOR,LIVE,vert. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS31,BTS31,,,,
REA_BTS31:PSC1_D1393:ON_RSTS,PWRSTS,POWER_STATUS,readback,,0,REA_BTS31:DCV_D1393,254.675512,VCOR,LIVE,vert. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS31,BTS31,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
REA_BTS31:Q_D1397:I_CSET,I,B2,readback,,0.25,REA_BTS31:Q_D1397,256.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS31,BTS31,,,,
REA_BTS31:Q_D1397:I_RD,I,B2,setpoint,,0.25,REA_BTS31:Q_D1397,257.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS31,BTS31,,,,
REA_BTS31:PSQ_D1397:ON_CMD,PWRSTS,POWER_STATUS,readback,,0.25,REA_BTS31:Q_D1397,256.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS31,BTS31,,,,
REA_BTS31:PSQ_D1397:ON_RSTS,PWRSTS,POWER_STATUS,setpoint,,0.25,REA_BTS31:Q_D1397,257.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS31,BTS31,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
REA_BTS31:Q_D1409:I_CSET,I,B2,readback,,0.25,REA_BTS31:Q_D1409,259.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS31,BTS31,,,,
REA_BTS31:Q_D1409:I_RD,I,B2,setpoint,,0.25,REA_BTS31:Q_D1409,260.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS31,BTS31,,,,
REA_BTS31:PSQ_D1409:ON_CMD,PWRSTS,POWER_STATUS,readback,,0.25,REA_BTS31:Q_D1409,259.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS31,BTS31,,,,
REA_BTS31:PSQ_D1409:ON_RSTS,PWRSTS,POWER_STATUS,setpoint,,0.25,REA_BTS31:Q_D1409,260.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS31,BTS31,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
REA_BTS31:DCH_D1423:I_CSET,I,TM,setpoint,,0,REA_BTS31:DCH_D1423,262.675512,HCOR,LIVE,horiz. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS31,BTS31,,,,
REA_BTS31:DCH_D1423:I_RD,I,TM,readback,,0,REA_BTS31:DCH_D1423,263.675512,HCOR,LIVE,horiz. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS31,BTS31,,,,
REA_BTS31:PSC2_D1423:ON_CMD,PWRSTS,POWER_STATUS,setpoint,,0,REA_BTS31:DCH_D1423,262.675512,HCOR,LIVE,horiz. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS31,BTS31,,,,
REA_BTS31:PSC2_D1423:ON_RSTS,PWRSTS,POWER_STATUS,readback,,0,REA_BTS31:DCH_D1423,263.675512,HCOR,LIVE,horiz. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS31,BTS31,,,,
,,,,,,,,,,,,,,,,,,,
REA_BTS31:DCV_D1423:I_CSET,I,TM,setpoint,,0,REA_BTS31:DCV_D1423,264.675512,VCOR,LIVE,vert. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS31,BTS31,,,,
REA_BTS31:DCV_D1423:I_RD,I,TM,readback,,0,REA_BTS31:DCV_D1423,265.675512,VCOR,LIVE,vert. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS31,BTS31,,,,
REA_BTS31:PSC1_D1423:ON_CMD,PWRSTS,POWER_STATUS,setpoint,,0,REA_BTS31:DCV_D1423,264.675512,VCOR,LIVE,vert. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS31,BTS31,,,,
REA_BTS31:PSC1_D1423:ON_RSTS,PWRSTS,POWER_STATUS,readback,,0,REA_BTS31:DCV_D1423,265.675512,VCOR,LIVE,vert. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS31,BTS31,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
REA_BTS31:Q_D1431:I_CSET,I,B2,readback,,0.25,REA_BTS31:Q_D1431,267.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS31,BTS31,,,,
REA_BTS31:Q_D1431:I_RD,I,B2,setpoint,,0.25,REA_BTS31:Q_D1431,268.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS31,BTS31,,,,
REA_BTS31:PSQ_D1431:ON_CMD,PWRSTS,POWER_STATUS,readback,,0.25,REA_BTS31:Q_D1431,267.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS31,BTS31,,,,
REA_BTS31:PSQ_D1431:ON_RSTS,PWRSTS,POWER_STATUS,setpoint,,0.25,REA_BTS31:Q_D1431,268.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS31,BTS31,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
REA_BTS31:Q_D1435:I_CSET,I,B2,readback,,0.25,REA_BTS31:Q_D1435,270.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS31,BTS31,,,,
REA_BTS31:Q_D1435:I_RD,I,B2,setpoint,,0.25,REA_BTS31:Q_D1435,271.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS31,BTS31,,,,
REA_BTS31:PSQ_D1435:ON_CMD,PWRSTS,POWER_STATUS,readback,,0.25,REA_BTS31:Q_D1435,270.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS31,BTS31,,,,
REA_BTS31:PSQ_D1435:ON_RSTS,PWRSTS,POWER_STATUS,setpoint,,0.25,REA_BTS31:Q_D1435,271.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS31,BTS31,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
REA_BTS32:Q_D1369:I_CSET,I,B2,readback,,0.25,REA_BTS32:Q_D1369,273.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS32,,BTS33,BTS34,,
REA_BTS32:Q_D1369:I_RD,I,B2,setpoint,,0.25,REA_BTS32:Q_D1369,274.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS32,,BTS33,BTS34,,
REA_BTS32:PSQ_D1369:ON_CMD,PWRSTS,POWER_STATUS,readback,,0.25,REA_BTS32:Q_D1369,273.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS32,,BTS33,BTS34,,
REA_BTS32:PSQ_D1369:ON_RSTS,PWRSTS,POWER_STATUS,setpoint,,0.25,REA_BTS32:Q_D1369,274.675512,QUAD,LIVE,Quadrupole,QUAD ,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS32,,BTS33,BTS34,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
REA_BTS32:DH_D1376:I_CSET,I,B,setpoint,,0.25,REA_BTS32:DH_D1376,276.675512,BEND,LIVE,'45deg Bend Magnet,BEND_DH,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,,BTS33,BTS34,,
REA_BTS32:DH_D1376:I_RD,I,B,readback,,0.25,REA_BTS32:DH_D1376,277.675512,BEND,LIVE,'45deg Bend Magnet,BEND_DH,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,,BTS33,BTS34,,
REA_BTS32:PSD_D1376:ON_CMD,PWRSTS,POWER_STATUS,setpoint,,0.25,REA_BTS32:DH_D1376,276.675512,BEND,LIVE,'45deg Bend Magnet,BEND_DH,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,,BTS33,BTS34,,
REA_BTS32:PSD_D1376:ON_RSTS,PWRSTS,POWER_STATUS,readback,,0.25,REA_BTS32:DH_D1376,277.675512,BEND,LIVE,'45deg Bend Magnet,BEND_DH,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS30,,BTS33,BTS34,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
REA_BTS33:DCH_D1385:I_CSET,I,TM,setpoint,,0,REA_BTS33:DCH_D1385,279.675512,HCOR,LIVE,horiz. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS33,,BTS33,,,
REA_BTS33:DCH_D1385:I_RD,I,TM,readback,,0,REA_BTS33:DCH_D1385,280.675512,HCOR,LIVE,horiz. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS33,,BTS33,,,
REA_BTS33:PSC2_D1385:ON_CMD,PWRSTS,POWER_STATUS,setpoint,,0,REA_BTS33:DCH_D1385,279.675512,HCOR,LIVE,horiz. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS33,,BTS33,,,
REA_BTS33:PSC2_D1385:ON_RSTS,PWRSTS,POWER_STATUS,readback,,0,REA_BTS33:DCH_D1385,280.675512,HCOR,LIVE,horiz. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS33,,BTS33,,,
,,,,,,,,,,,,,,,,,,,
REA_BTS33:DCV_D1385:I_CSET,I,TM,setpoint,,0,REA_BTS33:DCV_D1385,281.675512,VCOR,LIVE,vert. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS33,,BTS33,,,
REA_BTS33:DCV_D1385:I_RD,I,TM,readback,,0,REA_BTS33:DCV_D1385,282.675512,VCOR,LIVE,vert. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.BTS33,,BTS33,,,
